heart_rate,spo2,temperature,respiratory_rate,systolic_bp,risk_score_2h,condition_2h,risk_score_6h,condition_6h,risk_score_12h,condition_12h,risk_score_24h,condition_24h
64.8,100.0,36.3,19.2,139.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
91.0,96.7,36.5,12.3,113.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
132.6,79.8,34.2,32.7,70.9,0.2713,Risk of tachycardia,0.3161,Risk of tachycardia,0.3833,Risk of tachycardia,0.5176,Risk of tachycardia
40.8,92.6,39.3,14.6,75.0,0.2025,Risk of bradycardia,0.2327,Risk of bradycardia,0.278,Risk of bradycardia,0.3687,Risk of bradycardia
69.4,94.5,37.2,12.9,108.2,0.0027,No significant risk,0.0032,No significant risk,0.004,No significant risk,0.0055,No significant risk
115.5,81.9,37.7,28.2,145.0,0.1272,Risk of hypoxia,0.1533,Risk of hypoxia,0.1925,Risk of tachycardia,0.2709,Risk of tachycardia
60.0,99.0,37.0,17.6,93.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
103.4,94.3,36.0,18.2,138.7,0.0119,No significant risk,0.0152,No significant risk,0.0203,No significant risk,0.0304,No significant risk
83.9,98.2,36.8,17.2,121.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.4,98.1,36.1,17.1,123.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
83.9,97.7,36.4,15.7,135.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
90.9,92.2,35.7,11.1,135.6,0.0233,No significant risk,0.0267,No significant risk,0.0318,No significant risk,0.042,Risk of hypoxia
64.8,96.5,35.9,13.5,113.0,0.002,No significant risk,0.0021,No significant risk,0.0023,No significant risk,0.0028,No significant risk
88.1,94.0,36.5,22.1,142.5,0.0116,Risk of hypertension,0.0126,Risk of hypertension,0.014,Risk of hypertension,0.0169,Risk of hypertension
143.1,87.0,37.5,22.2,171.1,0.2261,Risk of tachycardia,0.2687,Risk of tachycardia,0.3326,Risk of tachycardia,0.4605,Risk of tachycardia
57.2,96.9,37.4,21.5,97.4,0.0107,No significant risk,0.0137,No significant risk,0.0182,No significant risk,0.0271,No significant risk
71.8,97.5,36.2,15.1,99.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
88.3,99.3,36.1,16.5,91.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
88.2,98.7,37.0,15.8,133.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
70.0,95.7,37.0,13.8,97.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
55.0,92.3,35.8,10.0,130.3,0.0404,No significant risk,0.0489,No significant risk,0.0617,No significant risk,0.0872,Risk of bradycardia
63.6,93.4,37.5,17.0,130.4,0.0098,No significant risk,0.0115,No significant risk,0.0141,No significant risk,0.0192,No significant risk
65.5,97.8,36.9,11.8,111.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
63.9,97.6,37.7,12.8,107.9,0.0071,No significant risk,0.008,No significant risk,0.0092,No significant risk,0.0116,No significant risk
61.1,87.4,37.9,25.0,160.4,0.1067,Risk of hypoxia,0.1158,Risk of hypoxia,0.1296,Risk of hypoxia,0.1571,Risk of hypoxia
155.6,82.3,39.2,6.6,103.9,0.2617,Risk of tachycardia,0.3255,Risk of tachycardia,0.4212,Risk of tachycardia,0.6127,Risk of tachycardia
86.0,95.5,37.0,17.2,91.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
142.8,88.9,33.2,30.9,163.9,0.2684,Risk of tachycardia,0.3143,Risk of tachycardia,0.3831,Risk of tachycardia,0.5208,Risk of tachycardia
71.4,94.9,37.7,13.5,91.6,0.0066,No significant risk,0.0074,No significant risk,0.0086,No significant risk,0.0109,No significant risk
38.3,94.1,35.1,20.7,82.9,0.1349,Risk of bradycardia,0.1606,Risk of bradycardia,0.1993,Risk of bradycardia,0.2765,Risk of bradycardia
128.7,94.4,37.8,11.4,106.6,0.0822,Risk of tachycardia,0.1069,Risk of tachycardia,0.144,Risk of tachycardia,0.2181,Risk of tachycardia
89.5,97.6,36.5,19.8,147.5,0.0187,Risk of hypertension,0.0187,Risk of hypertension,0.0187,Risk of hypertension,0.0187,Risk of hypertension
94.5,97.1,36.9,14.3,106.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
98.9,99.1,36.2,20.0,120.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
43.3,83.2,37.7,9.1,131.0,0.1361,Risk of bradycardia,0.1664,Risk of bradycardia,0.212,Risk of bradycardia,0.303,Risk of bradycardia
64.0,93.8,37.9,14.0,98.9,0.0214,No significant risk,0.0242,No significant risk,0.0285,No significant risk,0.0371,No significant risk
93.6,96.4,37.4,10.5,110.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
148.1,87.6,33.4,17.5,75.0,0.2743,Risk of tachycardia,0.3254,Risk of tachycardia,0.4021,Risk of tachycardia,0.5554,Risk of tachycardia
42.9,78.9,35.9,19.4,119.9,0.1566,Risk of bradycardia,0.1911,Risk of bradycardia,0.2428,Risk of bradycardia,0.3462,Risk of bradycardia
96.4,94.2,36.9,14.2,108.0,0.0043,No significant risk,0.0051,No significant risk,0.0063,No significant risk,0.0086,No significant risk
81.9,96.3,36.9,21.3,113.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
93.5,93.3,36.5,18.7,86.9,0.0196,Risk of hypotension,0.0213,Risk of hypotension,0.0238,Risk of hypotension,0.0288,Risk of hypotension
88.9,97.8,37.7,13.9,118.0,0.0068,No significant risk,0.0076,No significant risk,0.0087,No significant risk,0.011,No significant risk
69.6,98.9,36.2,14.1,137.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
132.7,93.2,38.2,9.5,134.7,0.1151,Risk of tachycardia,0.1461,Risk of tachycardia,0.1926,Risk of tachycardia,0.2857,Risk of tachycardia
70.2,97.0,36.7,10.8,102.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
95.5,98.2,36.7,16.1,122.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
104.3,94.7,39.8,34.9,155.4,0.133,Possible fever development,0.1461,Possible fever development,0.1657,Possible fever development,0.2049,Possible fever development
85.6,93.1,39.4,32.2,177.2,0.1695,Possible fever development,0.1789,Possible fever development,0.193,Possible fever development,0.2212,Possible fever development
60.3,94.0,37.4,13.3,116.1,0.0055,No significant risk,0.0065,No significant risk,0.008,No significant risk,0.011,No significant risk
89.3,97.6,37.2,21.0,122.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
68.0,79.4,39.5,26.1,155.7,0.195,Risk of hypoxia,0.2185,Risk of hypoxia,0.2538,Risk of hypoxia,0.3244,Risk of hypoxia
74.5,95.3,35.8,16.4,114.6,0.0052,No significant risk,0.0056,No significant risk,0.0062,No significant risk,0.0073,No significant risk
91.3,97.7,37.1,22.4,121.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
54.5,92.8,36.9,15.5,136.9,0.0332,No significant risk,0.0412,No significant risk,0.0533,Risk of bradycardia,0.0774,Risk of bradycardia
107.3,97.8,35.9,15.5,128.2,0.021,No significant risk,0.0272,No significant risk,0.0364,No significant risk,0.0548,No significant risk
67.4,96.9,38.0,20.8,119.0,0.0159,No significant risk,0.0177,No significant risk,0.0204,No significant risk,0.0259,No significant risk
85.1,94.8,36.8,12.8,143.7,0.0106,Risk of hypertension,0.0108,Risk of hypertension,0.0111,Risk of hypertension,0.0118,Risk of hypertension
120.1,94.9,35.0,8.4,176.5,0.1661,Risk of hypothermia,0.1843,Risk of tachycardia,0.2116,Risk of tachycardia,0.2661,Risk of tachycardia
107.3,76.2,38.5,8.1,137.9,0.1548,Risk of hypoxia,0.1832,Risk of hypoxia,0.2259,Risk of hypoxia,0.3113,Risk of hypoxia
96.6,97.3,37.1,14.4,109.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
60.2,87.1,35.7,28.5,82.5,0.0756,Risk of hypoxia,0.084,Risk of hypoxia,0.0967,Risk of hypoxia,0.1219,Risk of hypoxia
95.4,94.4,35.6,19.9,117.7,0.0123,No significant risk,0.0135,No significant risk,0.0154,No significant risk,0.0192,No significant risk
84.5,99.6,36.2,16.7,126.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
60.9,97.3,37.0,13.3,131.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
71.6,95.1,37.9,13.0,117.5,0.0146,No significant risk,0.0163,No significant risk,0.0188,No significant risk,0.0237,No significant risk
59.0,92.3,35.5,14.5,89.8,0.0318,Risk of hypotension,0.0366,Risk of hypotension,0.0437,Risk of hypotension,0.058,Risk of hypoxia
159.7,76.3,36.0,6.7,83.1,0.2692,Risk of tachycardia,0.3356,Risk of tachycardia,0.4353,Risk of tachycardia,0.6346,Risk of tachycardia
75.6,97.6,36.5,16.9,101.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
96.0,95.4,37.2,13.0,120.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
52.3,83.9,38.5,6.9,158.1,0.1701,Risk of hypoxia,0.1933,Risk of bradycardia,0.228,Risk of bradycardia,0.2974,Risk of bradycardia
69.5,95.8,37.1,13.4,92.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
72.5,94.4,35.8,20.5,124.1,0.0084,No significant risk,0.0093,No significant risk,0.0108,No significant risk,0.0137,No significant risk
61.2,95.6,37.4,14.4,86.7,0.0111,Risk of hypotension,0.0111,Risk of hypotension,0.0111,Risk of hypotension,0.0111,Risk of hypotension
87.3,99.9,36.1,14.4,93.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
76.4,97.5,35.7,20.9,110.7,0.0078,No significant risk,0.0084,No significant risk,0.0093,No significant risk,0.011,No significant risk
99.2,75.8,39.6,8.4,145.7,0.1947,Risk of hypoxia,0.2224,Risk of hypoxia,0.2639,Risk of hypoxia,0.3469,Risk of hypoxia
45.0,86.6,38.8,34.6,162.8,0.206,Risk of bradycardia,0.2355,Risk of bradycardia,0.2797,Risk of bradycardia,0.3681,Risk of bradycardia
88.0,98.5,36.9,18.8,94.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
85.6,99.8,36.6,19.7,136.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
148.7,93.9,38.7,26.2,68.3,0.2393,Risk of tachycardia,0.2844,Risk of tachycardia,0.352,Risk of tachycardia,0.4873,Risk of tachycardia
65.4,95.1,36.2,19.4,123.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
101.6,94.9,35.9,22.4,107.0,0.0079,No significant risk,0.0095,No significant risk,0.0119,No significant risk,0.0168,No significant risk
68.9,95.0,37.5,12.2,148.5,0.0227,Risk of hypertension,0.0229,Risk of hypertension,0.0231,Risk of hypertension,0.0236,Risk of hypertension
81.4,99.6,37.1,13.9,97.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
40.2,85.2,38.6,22.2,90.4,0.1683,Risk of bradycardia,0.2035,Risk of bradycardia,0.2562,Risk of bradycardia,0.3618,Risk of bradycardia
109.9,95.7,37.3,14.7,97.3,0.0237,No significant risk,0.0316,No significant risk,0.0435,No significant risk,0.0672,Risk of tachycardia
81.3,96.4,36.7,17.7,126.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
90.0,98.4,36.1,12.5,122.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
59.5,92.3,35.9,23.4,132.3,0.0196,No significant risk,0.0231,No significant risk,0.0283,No significant risk,0.0387,Risk of hypoxia
111.2,95.7,37.3,14.0,123.3,0.0269,No significant risk,0.0358,No significant risk,0.0493,No significant risk,0.0762,Risk of tachycardia
76.2,95.2,36.3,12.6,109.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
82.2,92.5,37.6,20.8,97.0,0.0173,No significant risk,0.0202,No significant risk,0.0246,No significant risk,0.0334,Risk of hypoxia
41.8,89.5,37.3,18.8,97.4,0.1009,Risk of bradycardia,0.1259,Risk of bradycardia,0.1633,Risk of bradycardia,0.2383,Risk of bradycardia
106.7,97.0,37.9,14.3,110.2,0.0286,No significant risk,0.0354,No significant risk,0.0456,No significant risk,0.066,No significant risk
97.7,96.6,36.5,19.3,116.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
61.5,95.0,37.8,17.8,101.6,0.0105,No significant risk,0.0117,No significant risk,0.0135,No significant risk,0.017,No significant risk
73.5,97.9,36.1,16.9,116.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
38.6,91.4,36.6,16.7,195.3,0.2408,Risk of bradycardia,0.2673,Risk of bradycardia,0.3069,Risk of bradycardia,0.3861,Risk of bradycardia
81.7,96.6,36.7,16.4,94.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
91.2,96.6,35.7,14.2,127.3,0.0071,No significant risk,0.0077,No significant risk,0.0085,No significant risk,0.0101,No significant risk
87.1,95.3,36.5,18.8,128.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
106.6,96.3,36.8,23.7,130.2,0.0158,No significant risk,0.0211,No significant risk,0.029,No significant risk,0.0447,No significant risk
76.6,97.4,36.2,10.1,97.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
72.8,99.1,36.8,13.4,129.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
83.3,94.2,37.7,14.5,91.1,0.0103,No significant risk,0.0117,No significant risk,0.0139,No significant risk,0.0184,No significant risk
96.5,95.9,36.0,11.6,128.0,0.0008,No significant risk,0.0008,No significant risk,0.0009,No significant risk,0.0011,No significant risk
73.8,97.1,37.9,12.9,122.5,0.0157,No significant risk,0.0175,No significant risk,0.0202,No significant risk,0.0255,No significant risk
88.5,97.1,36.3,18.0,130.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
61.6,96.7,36.8,18.3,117.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
102.0,95.2,37.0,17.2,142.2,0.0104,Risk of hypertension,0.0119,Risk of hypertension,0.0143,Risk of hypertension,0.0191,Risk of hypertension
70.6,95.6,37.0,15.3,107.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
150.9,95.4,34.0,31.8,109.4,0.1741,Risk of tachycardia,0.2188,Risk of tachycardia,0.2859,Risk of tachycardia,0.4199,Risk of tachycardia
75.7,97.5,36.2,16.3,131.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
72.9,94.0,37.8,10.7,113.9,0.0162,No significant risk,0.0184,No significant risk,0.0217,No significant risk,0.0283,No significant risk
95.8,95.5,36.6,15.3,134.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
85.8,95.7,37.1,16.7,121.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
72.2,93.3,37.0,23.4,108.4,0.0095,No significant risk,0.0112,No significant risk,0.0138,No significant risk,0.019,No significant risk
53.6,94.7,35.5,17.0,127.5,0.0408,No significant risk,0.0491,No significant risk,0.0615,Risk of bradycardia,0.0863,Risk of bradycardia
125.0,85.1,36.7,6.9,106.1,0.1145,Risk of hypoxia,0.1444,Risk of tachycardia,0.1892,Risk of tachycardia,0.2789,Risk of tachycardia
86.3,95.3,37.3,20.0,100.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
37.5,90.0,33.7,27.2,136.2,0.1739,Risk of bradycardia,0.2075,Risk of bradycardia,0.2579,Risk of bradycardia,0.3586,Risk of bradycardia
94.9,92.2,36.1,18.6,140.1,0.0155,Risk of hypertension,0.0183,Risk of hypertension,0.0224,Risk of hypertension,0.0308,Risk of hypoxia
66.8,95.1,37.1,15.9,142.0,0.005,Risk of hypertension,0.005,Risk of hypertension,0.005,Risk of hypertension,0.005,Risk of hypertension
52.3,93.3,36.6,19.8,99.3,0.0388,No significant risk,0.0486,Risk of bradycardia,0.0634,Risk of bradycardia,0.0929,Risk of bradycardia
74.8,86.2,33.1,31.7,171.5,0.2018,Risk of hypoxia,0.2163,Risk of hypoxia,0.2382,Risk of hypoxia,0.2818,Risk of hypoxia
97.3,96.6,36.9,18.6,127.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
143.0,95.9,34.3,14.8,150.9,0.1753,Risk of tachycardia,0.2131,Risk of tachycardia,0.27,Risk of tachycardia,0.3836,Risk of tachycardia
101.8,76.6,38.9,33.9,119.7,0.155,Risk of hypoxia,0.1805,Risk of hypoxia,0.2187,Risk of hypoxia,0.2951,Risk of hypoxia
60.8,96.2,36.9,19.3,94.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
95.2,93.7,36.9,20.0,139.5,0.0074,No significant risk,0.0087,No significant risk,0.0107,No significant risk,0.0148,No significant risk
98.6,93.8,36.0,12.6,108.3,0.0065,No significant risk,0.0077,No significant risk,0.0095,No significant risk,0.0131,No significant risk
71.3,98.3,36.8,12.6,104.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
70.7,94.5,37.3,10.1,103.0,0.0027,No significant risk,0.0032,No significant risk,0.0039,No significant risk,0.0054,No significant risk
65.1,99.8,36.5,16.2,126.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.6,99.2,37.0,15.0,108.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
71.9,77.5,34.8,17.2,72.0,0.1874,Risk of hypoxia,0.2074,Risk of hypoxia,0.2373,Risk of hypoxia,0.2971,Risk of hypoxia
98.1,95.1,35.7,16.2,131.1,0.0083,No significant risk,0.009,No significant risk,0.0099,No significant risk,0.0118,No significant risk
62.4,96.9,36.3,19.5,119.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
88.2,96.9,36.2,13.9,122.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
70.9,96.0,36.3,17.5,131.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
115.7,94.2,33.4,10.9,120.9,0.1092,Risk of hypothermia,0.1278,Risk of hypothermia,0.1555,Risk of tachycardia,0.211,Risk of tachycardia
77.2,93.2,35.9,17.1,145.3,0.0263,Risk of hypertension,0.0283,Risk of hypertension,0.0313,Risk of hypertension,0.0374,Risk of hypertension
52.8,96.2,36.2,13.4,106.1,0.0278,No significant risk,0.0354,Risk of bradycardia,0.0469,Risk of bradycardia,0.0699,Risk of bradycardia
137.4,87.3,35.3,15.0,81.8,0.1784,Risk of tachycardia,0.2174,Risk of tachycardia,0.276,Risk of tachycardia,0.393,Risk of tachycardia
114.8,75.6,37.6,19.0,196.3,0.2879,Risk of hypoxia,0.3197,Risk of hypoxia,0.3674,Risk of tachycardia,0.4628,Risk of tachycardia
56.4,90.1,36.4,11.4,159.3,0.089,Risk of hypoxia,0.0977,Risk of hypoxia,0.1108,Risk of hypoxia,0.1369,Risk of bradycardia
52.0,95.9,37.1,12.0,107.7,0.031,No significant risk,0.0396,Risk of bradycardia,0.0524,Risk of bradycardia,0.0781,Risk of bradycardia
59.0,97.1,35.6,11.4,92.5,0.015,No significant risk,0.0169,No significant risk,0.0198,No significant risk,0.0255,No significant risk
90.3,94.4,36.2,21.3,89.4,0.005,Risk of hypotension,0.0056,Risk of hypotension,0.0065,Risk of hypotension,0.0082,Risk of hypotension
